iter	RMSE
385	62.25527397
386	62.24038328
387	62.22958587
388	62.21462699
389	62.19447212
390	62.18121762
391	62.16437873
392	62.15264965
393	62.12924902
394	62.12075697
395	62.10940973
396	62.09753655
397	62.08369947
398	62.06996834
399	62.05857535
400	62.04214979
401	62.03161921
402	62.01486787
403	61.99695352
404	61.97927705
405	61.96626037
406	61.94067868
407	61.92741048
408	61.91943204
409	61.9081085
410	61.89755655
411	61.88683459
412	61.87086032
413	61.8586609
414	61.83982706
415	61.8284922
416	61.81758171
417	61.8001116
418	61.78787635
419	61.77138304
420	61.75832
421	61.74582679
422	61.73161306
423	61.71589288
424	61.7030343
425	61.68796781
426	61.67698187
427	61.65844833
428	61.64840669
429	61.63335913
430	61.6213893
431	61.60764376
432	61.58961185
433	61.57220495
434	61.55553376
435	61.54571753
436	61.5319868
437	61.52291945
438	61.51186161
439	61.50125873
440	61.4859743
441	61.47409833
442	61.46533917
443	61.44460262
444	61.42792858
445	61.4129794
446	61.39785292
447	61.38677175
448	61.37421809
449	61.35370708
450	61.3400986
451	61.32879765
452	61.31380526
453	61.30421268
454	61.29357337
455	61.28330704
456	61.26675682
457	61.24927355
458	61.23565217
459	61.22311189
460	61.20599742
461	61.19367065
462	61.18621907
463	61.1787296
464	61.16331083
465	61.15330894
466	61.13437332
467	61.11328174
468	61.1025867
469	61.08360382
470	61.076679
471	61.05914928
472	61.05174557
473	61.03000923
474	61.01474529
475	61.00456975
476	60.99060649
477	60.97884859
478	60.96202249
479	60.9526073
480	60.94418524
481	60.92688966
482	60.91472641
483	60.89888982
484	60.88579563
485	60.8748101
486	60.86152988
487	60.85283041
488	60.84293281
489	60.82895475
490	60.82111254
491	60.81630431
492	60.79958407
493	60.78646808
494	60.77888315
495	60.770079
496	60.75997566
497	60.74777161
498	60.72947452
499	60.71976132
500	60.70697214
501	60.69051094
502	60.67266379
503	60.66783448
504	60.65241998
505	60.6414626
506	60.62960778
507	60.61510179
508	60.60097311
509	60.5899062
510	60.57506735
511	60.56259747
512	60.55475629
513	60.54300921
514	60.52702038
515	60.51418866
516	60.50229696
517	60.48855829
518	60.48046258
519	60.46815956
520	60.45754643
521	60.44735738
522	60.44163401
523	60.43377604
524	60.42803858
525	60.41304076
526	60.39911147
527	60.37766011
528	60.36098809
529	60.34511597
530	60.33048161
531	60.31683577
532	60.30743217
533	60.29274732
534	60.28067196
535	60.26204497
536	60.25237906
537	60.23992156
538	60.22771127
539	60.20971974
540	60.19930613
541	60.1866708
542	60.16668929
543	60.16388624
544	60.15876902
545	60.14428047
546	60.13598007
547	60.12303952
548	60.11001043
549	60.09211816
550	60.07779677
551	60.06335605
552	60.05236008
553	60.0380435
554	60.02715561
555	60.01757295
556	60.00668235
557	59.99341954
558	59.97683628
559	59.95488802
560	59.94085883
561	59.93606393
562	59.92721332
563	59.90934876
564	59.89066028
565	59.8791825
566	59.86690011
567	59.84098304
568	59.83054515
569	59.82034421
570	59.80455796
571	59.78486836
572	59.77000828
573	59.7631906
574	59.75240648
575	59.73605601
576	59.72329489
577	59.71328829
578	59.69749638
579	59.68609095
580	59.67692436
581	59.67226713
582	59.6604068
583	59.6467766
584	59.63913786
585	59.61767457
586	59.60316065
587	59.59597869
588	59.58309775
589	59.57019863
590	59.56503683
591	59.55236869
592	59.54321409
593	59.53057078
594	59.51646545
595	59.5018632
596	59.48632761
597	59.47742108
598	59.46085495
599	59.44541154
600	59.43310673
601	59.42214497
602	59.40590081
603	59.39644467
604	59.3862281
605	59.37509651
606	59.35927773
607	59.3523547
608	59.34440758
609	59.33127116
610	59.32433981
611	59.30855813
612	59.29026015
613	59.28057013
614	59.2698429
615	59.25642808
616	59.2463834
617	59.23304778
618	59.22387535
619	59.21268598
620	59.19892384
621	59.18315866
622	59.16593423
623	59.1531863
624	59.1398567
625	59.12454252
626	59.11862606
627	59.10053905
628	59.0861829
629	59.0803098
630	59.07092388
631	59.05784741
632	59.04017017
633	59.03203537
634	59.02249987
635	59.0137969
636	58.99153276
637	58.98664081
638	58.9788277
639	58.96452841
640	58.9545071
641	58.94276853
642	58.92838191
643	58.91829127
644	58.90378653
645	58.89415799
646	58.88146323
647	58.86998178
648	58.86083787
649	58.85069226
650	58.83986516
651	58.82369681
652	58.81570693
653	58.79502323
654	58.78297502
655	58.77101442
656	58.75600142
657	58.74312055
658	58.7247771
659	58.71763312
660	58.70108824
661	58.68531536
662	58.67789222
663	58.66754198
664	58.65613992
665	58.64664681
666	58.63596332
667	58.62369453
668	58.61417449
669	58.60128802
670	58.58942922
671	58.57291286
672	58.56513682
673	58.56031838
674	58.55283031
675	58.53737172
676	58.52878178
677	58.51548526
678	58.50806525
679	58.49725776
680	58.48974558
681	58.47938424
682	58.47499524
683	58.46534229
684	58.45257472
685	58.4377636
686	58.42673335
687	58.41564115
688	58.39963489
689	58.38953246
690	58.3794716
691	58.3661098
692	58.35529469
693	58.34259889
694	58.3341219
695	58.32403076
696	58.30859638
697	58.29472578
698	58.28581299
699	58.27630248
700	58.26406722
701	58.24850338
702	58.23844757
703	58.22613907
704	58.21891805
705	58.20363275
706	58.18785245
707	58.17576919
708	58.16614395
709	58.1589128
710	58.1486581
711	58.1362469
712	58.12052114
713	58.11005692
714	58.09818521
715	58.08520549
716	58.07429314
717	58.05875902
718	58.05179615
719	58.03419105
720	58.02740409
721	58.01630733
722	58.0056296
723	57.98885495
724	57.97730776
725	57.96392948
726	57.95465653
727	57.95049326
728	57.94254016
729	57.93323008
730	57.9241942
731	57.90873476
732	57.89852263
733	57.8862752
734	57.87492779
735	57.86200886
736	57.84709756
737	57.84160507
738	57.82778661
739	57.81779915
740	57.80241135
741	57.79253568
742	57.78176336
743	57.7776695
744	57.76640073
745	57.75404233
746	57.73986217
747	57.72760332
748	57.71959535
749	57.71351545
750	57.7049477
751	57.69484274
752	57.68233429
753	57.67301376
754	57.65773236
755	57.64714433
756	57.63754229
757	57.63279469
758	57.62385168
759	57.61083706
760	57.60271078
761	57.59159673
762	57.57476276
763	57.56693
764	57.559208
765	57.54560567
766	57.53595555
767	57.52693439
768	57.51736134
769	57.50495267
770	57.49838828
771	57.48597814
772	57.47486762
773	57.45999571
774	57.45197851
775	57.44363312
776	57.42842964
777	57.42012864
778	57.4136115
779	57.40299825
780	57.38714872
781	57.37036842
782	57.35563163
783	57.3458004
784	57.33507218
785	57.32776889
786	57.31715715
787	57.31043745
788	57.29822187
789	57.29152247
790	57.28139348
791	57.27255419
792	57.26965388
793	57.26588914
794	57.261394
795	57.24689169
796	57.23769119
797	57.22940955
798	57.21679547
799	57.20652679
800	57.19626406
801	57.1854898
802	57.17874176
803	57.16083429
804	57.15453767
805	57.14587107
806	57.13881459
807	57.12344252
808	57.11011765
809	57.0938252
810	57.08152439
811	57.07201737
812	57.06104596
813	57.05056194
814	57.03769958
815	57.02434168
816	57.01438643
817	57.00335207
818	56.989175
819	56.98424349
820	56.97635426
821	56.96228553
822	56.95380739
823	56.94254135
824	56.93364931
825	56.92726374
826	56.91739311
827	56.90350328
828	56.89185574
829	56.88257199
830	56.87264236
831	56.86150678
832	56.85445291
833	56.84564159
834	56.83647779
835	56.82540865
836	56.81185788
837	56.80492887
838	56.79484285
839	56.79152809
840	56.78307765
841	56.77247
842	56.76835079
843	56.7585159
844	56.74887305
845	56.7340259
846	56.72460679
847	56.71806521
848	56.70893577
849	56.69429517
850	56.68321621
851	56.6719233
852	56.66429225
853	56.65194248
854	56.64039691
855	56.62869017
856	56.61329187
857	56.6025631
858	56.59841317
859	56.58415665
860	56.57779004
861	56.56922004
862	56.55482639
863	56.54779315
864	56.53778808
865	56.52614398
866	56.51862442
867	56.50487745
868	56.49630293
869	56.48547565
870	56.47272524
871	56.46365893
872	56.451051
873	56.44459929
874	56.42901241
875	56.42023564
876	56.41203147
877	56.40498819
878	56.39720538
879	56.39117649
880	56.38141255
881	56.3699279
882	56.3586222
883	56.34939651
884	56.33780869
885	56.32789619
886	56.317053
887	56.30253743
888	56.2990579
889	56.2889392
890	56.27921313
891	56.26616083
892	56.25603798
893	56.25191354
894	56.23727929
895	56.22606349
896	56.21065649
897	56.20606523
898	56.20273983
899	56.18498925
900	56.17540285
901	56.16231534
902	56.15067301
903	56.14024956
904	56.13202603
905	56.12338951
906	56.1174359
907	56.10454214
908	56.09295518
909	56.08320358
910	56.07933411
911	56.07086001
912	56.05489362
913	56.04235187
914	56.03182529
915	56.0208692
916	56.0094213
917	56.00494575
918	55.9957695
919	55.97996527
920	55.9709456
921	55.96486238
922	55.95553272
923	55.94727979
924	55.93585802
925	55.92349693
926	55.91908421
927	55.90789422
928	55.89530241
929	55.88606952
930	55.88011599
931	55.87191614
932	55.86810403
933	55.85677377
934	55.84309836
935	55.82171332
936	55.81122779
937	55.80764167
938	55.79307527
939	55.77974007
940	55.76936015
941	55.75765173
942	55.74701059
943	55.73803655
944	55.72591407
945	55.71518944
946	55.70747168
947	55.69461944
948	55.68393812
949	55.6734131
950	55.66554201
951	55.65189479
952	55.64253428
953	55.63080107
954	55.61897962
955	55.61109522
956	55.60077006
957	55.5952233
958	55.58436857
959	55.57904122
960	55.56220545
961	55.55915222
962	55.55073369
963	55.53488295
964	55.52062936
965	55.50904218
966	55.50054512
967	55.49427724
968	55.48364362
969	55.46970458
970	55.45704467
971	55.45060175
972	55.44288981
973	55.42994376
974	55.41548216
975	55.40603176
976	55.39993991
977	55.38905616
978	55.38004777
979	55.37357255
980	55.36227164
981	55.3534707
982	55.3478225
983	55.33836256
984	55.32902048
985	55.31000135
986	55.29836145
987	55.29376303
988	55.28329718
989	55.27708421
990	55.26582806
991	55.26202845
992	55.25791027
993	55.24558694
994	55.24027234
995	55.23326528
996	55.22789286
997	55.21878317
998	55.20978679
999	55.20372498
